p_code;p_caract_3;p_caract_1;grupo_final;nivel_agrupacion;pacientes_p_code;pacientes_p_caract_3;pacientes_p_caract_1
0DB64Z3;0DB;0;0DB64Z3;codigo_completo;169;882;9118
0BB64ZZ;0BB;0;0BB;categoria_3_char;1;91;9118
0QP934Z;0QP;0;0QP;categoria_3_char;1;78;9118
0H0V0JZ;0H0;0;rare_sec_0;seccion_rare;4;5;9118
0J0L0ZZ;0J0;0;0J0;categoria_3_char;3;20;9118
0J0L3ZZ;0J0;0;0J0;categoria_3_char;7;20;9118
0J0M0ZZ;0J0;0;0J0;categoria_3_char;3;20;9118
0J0M3ZZ;0J0;0;0J0;categoria_3_char;8;20;9118
0J0N3ZZ;0J0;0;0J0;categoria_3_char;1;20;9118
0J0P3ZZ;0J0;0;0J0;categoria_3_char;2;20;9118
0J083ZZ;0J0;0;0J0;categoria_3_char;8;20;9118
0W0F0ZZ;0W0;0;0W0F0ZZ;codigo_completo;12;12;9118
00NW0ZZ;00N;0;00N;categoria_3_char;6;89;9118
0D1M0Z4;0D1;0;0D1;categoria_3_char;7;166;9118
0D968ZZ;0D9;0;0D9;categoria_3_char;1;104;9118
0DTG0ZZ;0DT;0;0DT;categoria_3_char;7;221;9118
0RG20Z1;0RG;0;0RG;categoria_3_char;1;108;9118
0RG70Z1;0RG;0;0RG;categoria_3_char;1;108;9118
3E04305;3E0;3;3E04305;codigo_completo;127;1527;2182
3E0G76Z;3E0;3;3E0G76Z;codigo_completo;317;1527;2182
5A1955Z;5A1;5;5A1955Z;codigo_completo;102;441;953
8E0ZXY6;8E0;8;8E0ZXY6;codigo_completo;39;94;94
DB021ZZ;DB0;D;rare_sec_D;seccion_rare;4;5;33
0WUF4JZ;0WU;0;0WUF4JZ;codigo_completo;72;119;9118
0SRD0J9;0SR;0;0SRD0J9;codigo_completo;87;525;9118
F07Z9ZZ;F07;F;F07Z9ZZ;codigo_completo;81;112;113
0VT08ZZ;0VT;0;0VT08ZZ;codigo_completo;38;95;9118
00B70ZZ;00B;0;00B;categoria_3_char;9;30;9118
00C40ZZ;00C;0;rare_sec_0;seccion_rare;2;5;9118
039Y3ZZ;039;0;039Y3ZZ;codigo_completo;170;173;9118
05HY33Z;05H;0;05HY33Z;codigo_completo;128;350;9118
0NQ00ZZ;0NQ;0;rare_sec_0;seccion_rare;1;3;9118
0DQE0ZZ;0DQ;0;0DQ;categoria_3_char;5;49;9118
0HRHX74;0HR;0;0HR;categoria_3_char;3;92;9118
0JBL0ZZ;0JB;0;0JB;categoria_3_char;9;103;9118
0JQL0ZZ;0JQ;0;0JQ;categoria_3_char;2;40;9118
0KBN0ZZ;0KB;0;rare_sec_0;seccion_rare;2;11;9118
0KBQ0ZZ;0KB;0;rare_sec_0;seccion_rare;1;11;9118
0KNN0ZZ;0KN;0;rare_sec_0;seccion_rare;1;1;9118
0KNQ0ZZ;0KN;0;rare_sec_0;seccion_rare;1;1;9118
0T2BX0Z;0T2;0;rare_sec_0;seccion_rare;6;15;9118
0WQFXZ2;0WQ;0;0WQFXZ2;codigo_completo;15;165;9118
2W2NX4Z;2W2;2;rare_sec_2;seccion_rare;3;10;53
01NB0ZZ;01N;0;01NB0ZZ;codigo_completo;81;89;9118
02QF0ZZ;02Q;0;rare_sec_0;seccion_rare;1;6;9118
02RX0JZ;02R;0;02R;categoria_3_char;6;75;9118
0DH63UZ;0DH;0;0DH63UZ;codigo_completo;25;271;9118
0DJ08ZZ;0DJ;0;0DJ08ZZ;codigo_completo;365;529;9118
0W3D0ZZ;0W3;0;0W3;categoria_3_char;4;60;9118
0W9B30Z;0W9;0;0W9B30Z;codigo_completo;43;291;9118
30233N1;302;3;30233N1;codigo_completo;641;739;2182
3E0436Z;3E0;3;3E0436Z;codigo_completo;157;1527;2182
5A1221Z;5A1;5;5A1221Z;codigo_completo;168;441;953
6A4Z0ZZ;6A4;6;rare_sec_6;seccion_rare;3;4;72
0DH60UZ;0DH;0;0DH;categoria_3_char;2;271;9118
0DH67UZ;0DH;0;0DH67UZ;codigo_completo;179;271;9118
30243N1;302;3;30243N1;codigo_completo;68;739;2182
0SRC0JZ;0SR;0;0SRC0JZ;codigo_completo;10;525;9118
0D164ZA;0D1;0;0D164ZA;codigo_completo;109;166;9118
0FT44ZZ;0FT;0;0FT44ZZ;codigo_completo;296;314;9118
05HN33Z;05H;0;05HN33Z;codigo_completo;34;350;9118
0Y670ZZ;0Y6;0;0Y6;categoria_3_char;3;66;9118
0DB60ZZ;0DB;0;0DB;categoria_3_char;4;882;9118
0DB64ZX;0DB;0;0DB64ZX;codigo_completo;10;882;9118
0FT40ZZ;0FT;0;0FT40ZZ;codigo_completo;16;314;9118
0JB80ZZ;0JB;0;0JB80ZZ;codigo_completo;29;103;9118
0JD83ZZ;0JD;0;rare_sec_0;seccion_rare;9;17;9118
0QBN0ZZ;0QB;0;0QBN0ZZ;codigo_completo;37;187;9118
0QBP0ZZ;0QB;0;0QBP0ZZ;codigo_completo;27;187;9118
02100Z9;021;0;02100Z9;codigo_completo;69;120;9118
02120A9;021;0;02120A9;codigo_completo;10;120;9118
03B00ZZ;03B;0;03B00ZZ;codigo_completo;49;68;9118
0PQ00ZZ;0PQ;0;rare_sec_0;seccion_rare;6;7;9118
0TJB8ZZ;0TJ;0;0TJB8ZZ;codigo_completo;17;20;9118
0W9900Z;0W9;0;0W9;categoria_3_char;1;291;9118
0W9B00Z;0W9;0;0W9;categoria_3_char;5;291;9118
0W9C0ZZ;0W9;0;0W9;categoria_3_char;1;291;9118
0W9D00Z;0W9;0;0W9;categoria_3_char;3;291;9118
3E043GC;3E0;3;3E0;categoria_3_char;4;1527;2182
3E043XZ;3E0;3;3E043XZ;codigo_completo;27;1527;2182
3E1K78Z;3E1;3;3E1;categoria_3_char;6;63;2182
4A023N7;4A0;4;4A023N7;codigo_completo;627;723;2157
5A1D00Z;5A1;5;5A1D00Z;codigo_completo;39;441;953
5A1D60Z;5A1;5;5A1D60Z;codigo_completo;51;441;953
B2111ZZ;B21;B;B2111ZZ;codigo_completo;549;644;1410
B24BZZ4;B24;B;B24BZZ4;codigo_completo;238;347;1410
0HPPX7Z;0HP;0;rare_sec_0;seccion_rare;1;7;9118
0HRJX74;0HR;0;0HR;categoria_3_char;7;92;9118
0HRLX74;0HR;0;0HR;categoria_3_char;8;92;9118
0J9P00Z;0J9;0;0J9;categoria_3_char;2;38;9118
0JBP0ZZ;0JB;0;0JB;categoria_3_char;9;103;9118
2W2RX4Z;2W2;2;rare_sec_2;seccion_rare;2;10;53
5A1945Z;5A1;5;5A1945Z;codigo_completo;64;441;953
CB121ZZ;CB1;C;rare_sec_C;seccion_rare;6;6;34
0JB70ZZ;0JB;0;0JB;categoria_3_char;5;103;9118
0JBM0ZZ;0JB;0;0JB;categoria_3_char;7;103;9118
0JD70ZZ;0JD;0;rare_sec_0;seccion_rare;3;17;9118
0JDL0ZZ;0JD;0;rare_sec_0;seccion_rare;1;17;9118
0JDM0ZZ;0JD;0;rare_sec_0;seccion_rare;2;17;9118
0JDN0ZZ;0JD;0;rare_sec_0;seccion_rare;1;17;9118
0JDP0ZZ;0JD;0;rare_sec_0;seccion_rare;1;17;9118
0HN7XZZ;0HN;0;rare_sec_0;seccion_rare;1;3;9118
0JDL3ZZ;0JD;0;rare_sec_0;seccion_rare;4;17;9118
0JDM3ZZ;0JD;0;rare_sec_0;seccion_rare;3;17;9118
0UB04ZZ;0UB;0;0UB;categoria_3_char;7;58;9118
0UN44ZZ;0UN;0;rare_sec_0;seccion_rare;1;4;9118
10D00Z1;10D;1;10D00Z1;codigo_completo;197;329;1060
0WQNXZZ;0WQ;0;0WQNXZZ;codigo_completo;113;165;9118
10907ZC;109;1;10907ZC;codigo_completo;441;443;1060
10E0XZZ;10E;1;10E0XZZ;codigo_completo;722;722;1060
3E033VJ;3E0;3;3E033VJ;codigo_completo;413;1527;2182
3E0S3BZ;3E0;3;3E0S3BZ;codigo_completo;350;1527;2182
4A1HXFZ;4A1;4;4A1HXFZ;codigo_completo;332;1367;2157
0U7C7ZZ;0U7;0;0U7C7ZZ;codigo_completo;11;12;9118
0W8NXZZ;0W8;0;0W8NXZZ;codigo_completo;349;349;9118
02HV33Z;02H;0;02HV33Z;codigo_completo;67;237;9118
07974ZX;079;0;rare_sec_0;seccion_rare;4;17;9118
0B968ZX;0B9;0;0B968ZX;codigo_completo;21;111;9118
0B9B8ZX;0B9;0;0B9B8ZX;codigo_completo;19;111;9118
0BB88ZX;0BB;0;0BB;categoria_3_char;5;91;9118
0JH60XZ;0JH;0;0JH60XZ;codigo_completo;19;219;9118
0T768DZ;0T7;0;0T768DZ;codigo_completo;30;85;9118
0TP98DZ;0TP;0;0TP98DZ;codigo_completo;20;57;9118
0PPM44Z;0PP;0;rare_sec_0;seccion_rare;1;18;9118
0PSM44Z;0PS;0;0PS;categoria_3_char;1;181;9118
0PUM47Z;0PU;0;rare_sec_0;seccion_rare;1;5;9118
00BT0ZZ;00B;0;00B;categoria_3_char;3;30;9118
0PB40ZZ;0PB;0;0PB;categoria_3_char;2;23;9118
0JBR0ZZ;0JB;0;0JB;categoria_3_char;9;103;9118
0Y680ZZ;0Y6;0;0Y6;categoria_3_char;5;66;9118
2W2TX4Z;2W2;2;rare_sec_2;seccion_rare;1;10;53
0HSV0ZZ;0HS;0;rare_sec_0;seccion_rare;3;4;9118
0JD63ZZ;0JD;0;rare_sec_0;seccion_rare;1;17;9118
10D07Z3;10D;1;10D07Z3;codigo_completo;62;329;1060
F07Z9FZ;F07;F;F07Z9FZ;codigo_completo;14;112;113
F08Z2FZ;F08;F;rare_sec_F;seccion_rare;1;2;113
0T9B70Z;0T9;0;0T9B70Z;codigo_completo;183;327;9118
0Y6H0Z3;0Y6;0;0Y6;categoria_3_char;1;66;9118
3E0F7GC;3E0;3;3E0F7GC;codigo_completo;121;1527;2182
3E0G36Z;3E0;3;3E0G36Z;codigo_completo;45;1527;2182
B030YZZ;B03;B;rare_sec_B;seccion_rare;8;17;1410
F020DZZ;F02;F;rare_sec_F;seccion_rare;3;3;113
0HQKXZZ;0HQ;0;0HQ;categoria_3_char;5;102;9118
0PTM0ZZ;0PT;0;rare_sec_0;seccion_rare;3;5;9118
0RGQ04Z;0RG;0;0RG;categoria_3_char;1;108;9118
0J063ZZ;0J0;0;0J0;categoria_3_char;1;20;9118
0WQF0ZZ;0WQ;0;0WQF0ZZ;codigo_completo;24;165;9118
3E0P7GC;3E0;3;3E0P7GC;codigo_completo;14;1527;2182
0VQC0ZZ;0VQ;0;rare_sec_0;seccion_rare;2;10;9118
0KQM0ZZ;0KQ;0;0KQM0ZZ;codigo_completo;35;50;9118
041C0JH;041;0;041;categoria_3_char;7;123;9118
0QPB04Z;0QP;0;0QP;categoria_3_char;5;78;9118
0Y6C0Z2;0Y6;0;0Y6;categoria_3_char;4;66;9118
0QB00ZZ;0QB;0;0QB00ZZ;codigo_completo;62;187;9118
0UC97ZZ;0UC;0;rare_sec_0;seccion_rare;1;1;9118
10D00Z0;10D;1;10D00Z0;codigo_completo;42;329;1060
0W3R7ZZ;0W3;0;0W3;categoria_3_char;3;60;9118
0UJD7ZZ;0UJ;0;rare_sec_0;seccion_rare;9;13;9118
4A0HXFZ;4A0;4;4A0;categoria_3_char;1;723;2157
0HQ9XZZ;0HQ;0;0HQ9XZZ;codigo_completo;22;102;9118
099R0ZZ;099;0;099R0ZZ;codigo_completo;20;87;9118
09QM0ZZ;09Q;0;09QM0ZZ;codigo_completo;41;94;9118
0HPPXJZ;0HP;0;rare_sec_0;seccion_rare;1;7;9118
0HR5X73;0HR;0;0HR;categoria_3_char;1;92;9118
0HR5X74;0HR;0;0HR;categoria_3_char;9;92;9118
0HR7X74;0HR;0;0HR;categoria_3_char;4;92;9118
0HRBX74;0HR;0;0HR;categoria_3_char;8;92;9118
2W23X4Z;2W2;2;rare_sec_2;seccion_rare;3;10;53
2W24X4Z;2W2;2;rare_sec_2;seccion_rare;2;10;53
2W25X4Z;2W2;2;rare_sec_2;seccion_rare;3;10;53
2W2AX4Z;2W2;2;rare_sec_2;seccion_rare;1;10;53
0TB14ZZ;0TB;0;0TB;categoria_3_char;4;153;9118
0XB80ZZ;0XB;0;rare_sec_0;seccion_rare;1;1;9118
0XB90ZZ;0XB;0;rare_sec_0;seccion_rare;1;1;9118
0J0D3ZZ;0J0;0;0J0;categoria_3_char;2;20;9118
0J0F3ZZ;0J0;0;0J0;categoria_3_char;2;20;9118
0KQK0ZZ;0KQ;0;0KQK0ZZ;codigo_completo;10;50;9118
0KQL0ZZ;0KQ;0;0KQL0ZZ;codigo_completo;10;50;9118
04100ZK;041;0;041;categoria_3_char;2;123;9118
07BB4ZX;07B;0;07B;categoria_3_char;4;172;9118
0B110F4;0B1;0;rare_sec_0;seccion_rare;7;11;9118
0DB48ZX;0DB;0;0DB48ZX;codigo_completo;49;882;9118
0DB68ZX;0DB;0;0DB68ZX;codigo_completo;346;882;9118
0DB98ZX;0DB;0;0DB98ZX;codigo_completo;229;882;9118
0DH68UZ;0DH;0;0DH68UZ;codigo_completo;26;271;9118
0DJD8ZZ;0DJ;0;0DJD8ZZ;codigo_completo;196;529;9118
0DTF4ZZ;0DT;0;0DTF4ZZ;codigo_completo;15;221;9118
0W9B3ZZ;0W9;0;0W9B3ZZ;codigo_completo;41;291;9118
5A2204Z;5A2;5;5A2204Z;codigo_completo;148;148;953
047L3Z1;047;0;047;categoria_3_char;3;164;9118
0QBM0ZZ;0QB;0;0QB;categoria_3_char;1;187;9118
0T9B7ZZ;0T9;0;0T9B7ZZ;codigo_completo;24;327;9118
0Y6J0Z2;0Y6;0;0Y6;categoria_3_char;3;66;9118
0Q8N0ZZ;0Q8;0;0Q8N0ZZ;codigo_completo;15;50;9118
0Q8Q0ZZ;0Q8;0;0Q8;categoria_3_char;8;50;9118
0MQN4ZZ;0MQ;0;0MQN4ZZ;codigo_completo;14;34;9118
0SRC0J9;0SR;0;0SRC0J9;codigo_completo;110;525;9118
0Q8P3ZZ;0Q8;0;0Q8;categoria_3_char;3;50;9118
0YU60JZ;0YU;0;0YU60JZ;codigo_completo;19;129;9118
080NXZZ;080;0;rare_sec_0;seccion_rare;1;1;9118
080PXZZ;080;0;rare_sec_0;seccion_rare;1;1;9118
0J073ZZ;0J0;0;0J0;categoria_3_char;7;20;9118
0HN1XZZ;0HN;0;rare_sec_0;seccion_rare;1;3;9118
0HN4XZZ;0HN;0;rare_sec_0;seccion_rare;1;3;9118
0HN5XZZ;0HN;0;rare_sec_0;seccion_rare;1;3;9118
0HNGXZZ;0HN;0;rare_sec_0;seccion_rare;1;3;9118
0JX60ZC;0JX;0;rare_sec_0;seccion_rare;1;9;9118
0JXK0ZC;0JX;0;rare_sec_0;seccion_rare;1;9;9118
0YUA4JZ;0YU;0;0YUA4JZ;codigo_completo;44;129;9118
03180ZF;031;0;031;categoria_3_char;2;21;9118
0HD7XZZ;0HD;0;rare_sec_0;seccion_rare;1;11;9118
0HQ7XZZ;0HQ;0;0HQ;categoria_3_char;6;102;9118
0W9F0ZZ;0W9;0;0W9;categoria_3_char;5;291;9118
07B10ZX;07B;0;07B;categoria_3_char;7;172;9118
0GTK0ZZ;0GT;0;0GTK0ZZ;codigo_completo;89;117;9118
00NY0ZZ;00N;0;00NY0ZZ;codigo_completo;76;89;9118
0TTB8ZZ;0TT;0;0TTB8ZZ;codigo_completo;16;45;9118
0J093ZZ;0J0;0;0J0;categoria_3_char;1;20;9118
0NBR0ZZ;0NB;0;0NB;categoria_3_char;5;22;9118
0NBS0ZZ;0NB;0;0NB;categoria_3_char;4;22;9118
0SG10Z1;0SG;0;0SG;categoria_3_char;2;99;9118
0SP004Z;0SP;0;0SP;categoria_3_char;1;39;9118
0HBT0ZZ;0HB;0;0HBT0ZZ;codigo_completo;32;206;9118
0HRU37Z;0HR;0;0HR;categoria_3_char;1;92;9118
00160J6;001;0;rare_sec_0;seccion_rare;6;8;9118
00W600Z;00W;0;rare_sec_0;seccion_rare;1;2;9118
02H63JZ;02H;0;02H63JZ;codigo_completo;84;237;9118
02HK3JZ;02H;0;02HK3JZ;codigo_completo;105;237;9118
08RK3JZ;08R;0;rare_sec_0;seccion_rare;1;4;9118
0JH606Z;0JH;0;0JH606Z;codigo_completo;95;219;9118
0HRT07Z;0HR;0;0HR;categoria_3_char;1;92;9118
0QBJ0ZZ;0QB;0;0QB;categoria_3_char;2;187;9118
0QHJ04Z;0QH;0;rare_sec_0;seccion_rare;1;13;9118
0SRB02A;0SR;0;0SRB02A;codigo_completo;17;525;9118
BF11YZZ;BF1;B;BF11YZZ;codigo_completo;16;87;1410
0DTJ4ZZ;0DT;0;0DTJ4ZZ;codigo_completo;125;221;9118
0TSD0ZZ;0TS;0;rare_sec_0;seccion_rare;9;11;9118
0VNS0ZZ;0VN;0;rare_sec_0;seccion_rare;5;7;9118
0VTT0ZZ;0VT;0;0VT;categoria_3_char;1;95;9118
07DR3ZZ;07D;0;07DR3ZZ;codigo_completo;29;77;9118
0RB30ZZ;0RB;0;0RB30ZZ;codigo_completo;48;53;9118
0RG20A0;0RG;0;0RG20A0;codigo_completo;24;108;9118
0SB00ZZ;0SB;0;0SB00ZZ;codigo_completo;17;232;9118
0SRB03A;0SR;0;0SRB03A;codigo_completo;56;525;9118
F07L3ZZ;F07;F;F07L3ZZ;codigo_completo;11;112;113
0DBM0ZZ;0DB;0;0DB;categoria_3_char;3;882;9118
0UT10ZZ;0UT;0;0UT;categoria_3_char;3;195;9118
0LX60ZZ;0LX;0;rare_sec_0;seccion_rare;1;12;9118
0PBN0ZZ;0PB;0;0PB;categoria_3_char;4;23;9118
0H89XZZ;0H8;0;rare_sec_0;seccion_rare;1;2;9118
3E03317;3E0;3;3E03317;codigo_completo;11;1527;2182
0UTL0ZZ;0UT;0;0UT;categoria_3_char;2;195;9118
0SG0071;0SG;0;0SG0071;codigo_completo;12;99;9118
8E0WXBG;8E0;8;8E0WXBG;codigo_completo;25;94;94
10D07Z6;10D;1;10D07Z6;codigo_completo;11;329;1060
099Q4ZZ;099;0;099Q4ZZ;codigo_completo;42;87;9118
099R4ZZ;099;0;099R4ZZ;codigo_completo;48;87;9118
099S4ZZ;099;0;099S4ZZ;codigo_completo;18;87;9118
099T4ZZ;099;0;099T4ZZ;codigo_completo;22;87;9118
09BL4ZZ;09B;0;09B;categoria_3_char;3;63;9118
09Q87ZZ;09Q;0;09Q;categoria_3_char;1;94;9118
07T10ZZ;07T;0;07T;categoria_3_char;7;91;9118
07T20ZZ;07T;0;07T;categoria_3_char;7;91;9118
0B113F4;0B1;0;rare_sec_0;seccion_rare;2;11;9118
0B9N30Z;0B9;0;0B9;categoria_3_char;3;111;9118
0CTS0ZZ;0CT;0;0CT;categoria_3_char;5;44;9118
0TBB8ZZ;0TB;0;0TBB8ZZ;codigo_completo;73;153;9118
0VB08ZZ;0VB;0;0VB08ZZ;codigo_completo;62;93;9118
02100A9;021;0;021;categoria_3_char;7;120;9118
02Q70ZZ;02Q;0;rare_sec_0;seccion_rare;1;6;9118
02QG0ZZ;02Q;0;rare_sec_0;seccion_rare;1;6;9118
02UG08Z;02U;0;rare_sec_0;seccion_rare;2;15;9118
03HY33Z;03H;0;03HY33Z;codigo_completo;20;132;9118
0UT2FZZ;0UT;0;0UT2FZZ;codigo_completo;19;195;9118
0UT7FZZ;0UT;0;0UT7FZZ;codigo_completo;41;195;9118
0UT9FZZ;0UT;0;0UT9FZZ;codigo_completo;48;195;9118
0UTC7ZZ;0UT;0;0UTC7ZZ;codigo_completo;51;195;9118
0W3G4ZZ;0W3;0;0W3;categoria_3_char;4;60;9118
0GTH0ZZ;0GT;0;0GTH0ZZ;codigo_completo;14;117;9118
0DBP7ZZ;0DB;0;0DB;categoria_3_char;7;882;9118
0DH64UZ;0DH;0;0DH64UZ;codigo_completo;14;271;9118
0W9G3ZZ;0W9;0;0W9G3ZZ;codigo_completo;58;291;9118
30243R1;302;3;302;categoria_3_char;9;739;2182
0HBUXZZ;0HB;0;0HB;categoria_3_char;2;206;9118
0DJD0ZZ;0DJ;0;0DJ;categoria_3_char;4;529;9118
0DNB0ZZ;0DN;0;0DN;categoria_3_char;1;28;9118
0DQB0ZZ;0DQ;0;0DQB0ZZ;codigo_completo;14;49;9118
0WQFXZZ;0WQ;0;0WQ;categoria_3_char;4;165;9118
0UL77ZZ;0UL;0;rare_sec_0;seccion_rare;1;16;9118
0SGM04Z;0SG;0;0SG;categoria_3_char;5;99;9118
10D07Z7;10D;1;10D;categoria_3_char;2;329;1060
10D17ZZ;10D;1;10D17ZZ;codigo_completo;14;329;1060
3E0U33Z;3E0;3;3E0;categoria_3_char;9;1527;2182
047R3ZZ;047;0;047;categoria_3_char;7;164;9118
047T3ZZ;047;0;047;categoria_3_char;8;164;9118
0Y6Q0Z0;0Y6;0;0Y6;categoria_3_char;5;66;9118
0Y6S0Z0;0Y6;0;0Y6;categoria_3_char;6;66;9118
0Y6U0Z0;0Y6;0;0Y6;categoria_3_char;5;66;9118
0Y6W0Z0;0Y6;0;0Y6;categoria_3_char;1;66;9118
0Y6Y0Z0;0Y6;0;0Y6;categoria_3_char;4;66;9118
0CQWXZ1;0CQ;0;rare_sec_0;seccion_rare;2;5;9118
0CQXXZ1;0CQ;0;rare_sec_0;seccion_rare;2;5;9118
0F9430Z;0F9;0;0F9;categoria_3_char;5;46;9118
DWY17ZZ;DWY;D;rare_sec_D;seccion_rare;1;1;33
0QBQ0ZZ;0QB;0;0QB;categoria_3_char;7;187;9118
0QSN04Z;0QS;0;0QS;categoria_3_char;6;304;9118
07TC4ZZ;07T;0;07TC4ZZ;codigo_completo;10;91;9118
0VT04ZZ;0VT;0;0VT04ZZ;codigo_completo;16;95;9118
0J080ZZ;0J0;0;0J0;categoria_3_char;4;20;9118
0JD73ZZ;0JD;0;rare_sec_0;seccion_rare;4;17;9118
0CDWXZ1;0CD;0;0CDWXZ1;codigo_completo;24;36;9118
0CDXXZ1;0CD;0;0CDXXZ1;codigo_completo;21;36;9118
0NBT0ZZ;0NB;0;0NB;categoria_3_char;5;22;9118
0QSH06Z;0QS;0;0QS;categoria_3_char;2;304;9118
061P09Y;061;0;rare_sec_0;seccion_rare;1;3;9118
0HBMXZZ;0HB;0;0HBMXZZ;codigo_completo;11;206;9118
0Y6C0Z1;0Y6;0;0Y6;categoria_3_char;1;66;9118
2W1SX6Z;2W1;2;rare_sec_2;seccion_rare;4;8;53
03HC33Z;03H;0;03HC33Z;codigo_completo;35;132;9118
05H633Z;05H;0;05H633Z;codigo_completo;39;350;9118
5A09357;5A0;5;5A09357;codigo_completo;322;446;953
05H533Z;05H;0;05H533Z;codigo_completo;69;350;9118
5A09557;5A0;5;5A09557;codigo_completo;39;446;953
00B00ZX;00B;0;00B;categoria_3_char;2;30;9118
0WH103Z;0WH;0;rare_sec_0;seccion_rare;1;5;9118
0WP1X0Z;0WP;0;0WP;categoria_3_char;1;22;9118
3E013VG;3E0;3;3E0;categoria_3_char;5;1527;2182
8E09XBG;8E0;8;8E0;categoria_3_char;3;94;94
HZ52ZZZ;HZ5;H;rare_sec_H;seccion_rare;1;1;42
02RF08Z;02R;0;02RF08Z;codigo_completo;44;75;9118
0HQ1XZZ;0HQ;0;0HQ1XZZ;codigo_completo;35;102;9118
0WPB30Z;0WP;0;0WP;categoria_3_char;2;22;9118
0SR903A;0SR;0;0SR903A;codigo_completo;64;525;9118
6A801ZZ;6A8;6;6A801ZZ;codigo_completo;11;29;72
041K0JL;041;0;041;categoria_3_char;6;123;9118
0D5Q7ZZ;0D5;0;0D5;categoria_3_char;2;36;9118
0D8R0ZZ;0D8;0;rare_sec_0;seccion_rare;6;11;9118
0JXB0ZZ;0JX;0;rare_sec_0;seccion_rare;1;9;9118
0GBH0ZZ;0GB;0;0GB;categoria_3_char;5;20;9118
095L7ZZ;095;0;095L7ZZ;codigo_completo;29;40;9118
09SM4ZZ;09S;0;09SM4ZZ;codigo_completo;15;31;9118
0N8R0ZZ;0N8;0;rare_sec_0;seccion_rare;2;4;9118
0N8S0ZZ;0N8;0;rare_sec_0;seccion_rare;2;4;9118
0NHR04Z;0NH;0;rare_sec_0;seccion_rare;1;2;9118
0NHS04Z;0NH;0;rare_sec_0;seccion_rare;1;2;9118
04100JK;041;0;04100JK;codigo_completo;21;123;9118
041L09J;041;0;041;categoria_3_char;1;123;9118
04CK0ZZ;04C;0;04C;categoria_3_char;7;26;9118
06BQ0ZZ;06B;0;06BQ0ZZ;codigo_completo;31;93;9118
0J9M00Z;0J9;0;0J9;categoria_3_char;2;38;9118
3E05017;3E0;3;3E0;categoria_3_char;1;1527;2182
5A1935Z;5A1;5;5A1935Z;codigo_completo;73;441;953
0TSD4ZZ;0TS;0;rare_sec_0;seccion_rare;1;11;9118
0UUG4JZ;0UU;0;rare_sec_0;seccion_rare;4;6;9118
0DTN4ZZ;0DT;0;0DTN4ZZ;codigo_completo;23;221;9118
0RSJ04Z;0RS;0;rare_sec_0;seccion_rare;1;15;9118
F07M3ZZ;F07;F;F07;categoria_3_char;3;112;113
0D1L0Z4;0D1;0;0D1;categoria_3_char;6;166;9118
0DBL0ZZ;0DB;0;0DB;categoria_3_char;5;882;9118
0DTM0ZZ;0DT;0;0DT;categoria_3_char;2;221;9118
30233R1;302;3;30233R1;codigo_completo;72;739;2182
0QP634Z;0QP;0;0QP;categoria_3_char;3;78;9118
0KMN0ZZ;0KM;0;rare_sec_0;seccion_rare;1;3;9118
0KQN0ZZ;0KQ;0;0KQ;categoria_3_char;1;50;9118
009U3ZX;009;0;009U3ZX;codigo_completo;39;99;9118
03CK0ZZ;03C;0;03CK0ZZ;codigo_completo;22;48;9118
06190ZY;061;0;rare_sec_0;seccion_rare;1;3;9118
06B90ZZ;06B;0;06B;categoria_3_char;1;93;9118
06C00ZZ;06C;0;rare_sec_0;seccion_rare;1;1;9118
0DP67UZ;0DP;0;0DP;categoria_3_char;4;31;9118
0TB00ZZ;0TB;0;0TB;categoria_3_char;6;153;9118
0TT60ZZ;0TT;0;0TT;categoria_3_char;5;45;9118
3E0336Z;3E0;3;3E0336Z;codigo_completo;37;1527;2182
0SRB0J9;0SR;0;0SR;categoria_3_char;6;525;9118
05HM33Z;05H;0;05HM33Z;codigo_completo;94;350;9118
07DQ3ZX;07D;0;07D;categoria_3_char;6;77;9118
0B578ZZ;0B5;0;rare_sec_0;seccion_rare;1;4;9118
0BB78ZX;0BB;0;0BB;categoria_3_char;7;91;9118
0SWC0JZ;0SW;0;rare_sec_0;seccion_rare;2;9;9118
0CTPXZZ;0CT;0;0CTPXZZ;codigo_completo;14;44;9118
0W3F0ZZ;0W3;0;0W3;categoria_3_char;1;60;9118
047Q3ZZ;047;0;047;categoria_3_char;8;164;9118
047S3ZZ;047;0;047;categoria_3_char;4;164;9118
0QBP3ZX;0QB;0;0QB;categoria_3_char;1;187;9118
B41G0ZZ;B41;B;B41;categoria_3_char;2;39;1410
F07L3UZ;F07;F;F07;categoria_3_char;1;112;113
0T9780Z;0T9;0;0T9780Z;codigo_completo;32;327;9118
0TC78ZZ;0TC;0;0TC78ZZ;codigo_completo;16;35;9118
0TUD0JZ;0TU;0;0TUD0JZ;codigo_completo;14;25;9118
0SRD0JZ;0SR;0;0SRD0JZ;codigo_completo;11;525;9118
0J980ZZ;0J9;0;0J9;categoria_3_char;2;38;9118
0SRS019;0SR;0;0SRS019;codigo_completo;13;525;9118
02583ZZ;025;0;02583ZZ;codigo_completo;68;83;9118
04HK33Z;04H;0;04HK33Z;codigo_completo;22;27;9118
04HL33Z;04H;0;04H;categoria_3_char;5;27;9118
3E063KZ;3E0;3;3E063KZ;codigo_completo;34;1527;2182
